Retailer,Retailer ID,Date,Month,Region,State,Beverage Brand,Price per Unit,Units Sold,Total Revenue
Metro,1185732,2022-02-13,February,Midwest,Baden-Württemberg,Club-Mate,0.28,750,210.00000000000003
Edeka,1185732,2022-02-13,February,Midwest,Saxony,Gerolsteiner,0.41,1500,615.0
Metro,1185732,2022-02-13,February,Midwest,Schleswig-Holstein,Bionade,0.32,2250,720.0
Penny,1185732,2022-03-12,March,Midwest,Hamburg,Vita Cola,0.37,4450,1646.5
Kaufland,1185732,2022-03-12,March,Midwest,North Rhine-Westphalia,Club-Mate,0.37,1250,462.5
Edeka,1185732,2022-03-12,March,Midwest,Brandenburg,Club-Mate,0.28,1750,490.00000000000006
Rewe,1185732,2022-03-12,March,Midwest,Bavaria,Gerolsteiner,0.32,250,80.0
Metro,1185732,2022-03-12,March,Midwest,Baden-Württemberg,Fritz-Kola,0.46,750,345.0
Lidl,1185732,2022-03-12,March,Midwest,North Rhine-Westphalia,Mezzo Mix,0.37,1750,647.5
Netto,1185732,2022-04-13,April,Midwest,Hamburg,Club-Mate,0.37,4000,1480.0
Aldi,1185732,2022-04-13,April,Midwest,Brandenburg,Gerolsteiner,0.37,1000,370.0
Netto,1185732,2022-04-13,April,Midwest,Schleswig-Holstein,Vita Cola,0.28,1000,280.0
Metro,1185732,2022-04-13,April,Midwest,Thuringia,Vita Cola,0.32,250,80.0
Lidl,1185732,2022-04-13,April,Midwest,Saxony,Club-Mate,0.46,500,230.0
Metro,1185732,2022-04-13,April,Midwest,Saxony-Anhalt,Club-Mate,0.37,1750,647.5
Penny,1185732,2022-05-14,May,Midwest,Brandenburg,Gerolsteiner,0.46,4450,2047.0
Penny,1185732,2022-05-14,May,Midwest,Hamburg,Bionade,0.41,1500,615.0
Lidl,1185732,2022-05-14,May,Midwest,Baden-Württemberg,Mezzo Mix,0.37,1250,462.5
Netto,1185732,2022-05-14,May,Midwest,Hesse,Mezzo Mix,0.37,500,185.0
Rewe,1185732,2022-05-14,May,Midwest,Hesse,Gerolsteiner,0.51,750,382.5
Lidl,1185732,2022-05-14,May,Midwest,Hamburg,Vita Cola,0.55,1750,962.5000000000001
Penny,1185732,2022-06-13,June,Midwest,North Rhine-Westphalia,Bionade,0.41,4250,1742.5
Edeka,1185732,2022-06-13,June,Midwest,Saxony-Anhalt,Club-Mate,0.37,1750,647.5
Aldi,1185732,2022-06-13,June,Midwest,Berlin,Mezzo Mix,0.32,1750,560.0
Metro,1185732,2022-06-13,June,Midwest,Saxony,Vita Cola,0.32,1500,480.0
Rewe,1185732,2022-06-13,June,Midwest,Mecklenburg-Vorpommern,Club-Mate,0.46,1500,690.0
Netto,1185732,2022-06-13,June,Midwest,Thuringia,Club-Mate,0.51,3250,1657.5
Aldi,1185732,2022-07-12,July,Midwest,Schleswig-Holstein,Gerolsteiner,0.46,5500,2530.0
Penny,1185732,2022-07-12,July,Midwest,North Rhine-Westphalia,Vita Cola,0.41,3000,1230.0
Kaufland,1185732,2022-07-12,July,Midwest,Baden-Württemberg,Vita Cola,0.37,2250,832.5
Edeka,1185732,2022-07-12,July,Midwest,Hesse,Mezzo Mix,0.37,1750,647.5
Edeka,1185732,2022-07-12,July,Midwest,Baden-Württemberg,Club-Mate,0.46,2000,920.0
Aldi,1185732,2022-07-12,July,Midwest,Bavaria,Mezzo Mix,0.51,3750,1912.5
Edeka,1185732,2022-08-13,August,Midwest,Bavaria,Fritz-Kola,0.46,5250,2415.0
Rewe,1185732,2022-08-13,August,Midwest,Schleswig-Holstein,Bionade,0.41,3000,1230.0
Metro,1185732,2022-08-13,August,Midwest,Berlin,Vita Cola,0.37,2250,832.5
Metro,1185732,2022-08-13,August,Midwest,Brandenburg,Bionade,0.32,1750,560.0
Penny,1185732,2022-08-13,August,Midwest,Hesse,Fritz-Kola,0.41,1500,615.0
Kaufland,1185732,2022-08-13,August,Midwest,Mecklenburg-Vorpommern,Gerolsteiner,0.46,3250,1495.0
Penny,1185732,2022-09-14,September,Midwest,Hesse,Bionade,0.41,4500,1845.0
Edeka,1185732,2022-09-14,September,Midwest,Berlin,Gerolsteiner,0.37,2500,925.0
Aldi,1185732,2022-09-14,September,Midwest,Thuringia,Vita Cola,0.23,1500,345.0
Edeka,1185732,2022-09-14,September,Midwest,Mecklenburg-Vorpommern,Gerolsteiner,0.23,1250,287.5
Metro,1185732,2022-09-14,September,Midwest,Berlin,Club-Mate,0.32,1250,400.0
Metro,1185732,2022-09-14,September,Midwest,Thuringia,Fritz-Kola,0.37,2000,740.0
Lidl,1185732,2022-10-13,October,Midwest,Saxony,Gerolsteiner,0.41,3750,1537.5
Penny,1185732,2022-10-13,October,Midwest,Baden-Württemberg,Club-Mate,0.32,2000,640.0
Metro,1185732,2022-10-13,October,Midwest,Saxony,Vita Cola,0.32,1000,320.0
Netto,1185732,2022-10-13,October,Midwest,Schleswig-Holstein,Fritz-Kola,0.32,750,240.0
Penny,1185732,2022-10-13,October,Midwest,Brandenburg,Vita Cola,0.41,750,307.5
Netto,1185732,2022-10-13,October,Midwest,Bavaria,Fritz-Kola,0.46,2000,920.0
Aldi,1185732,2022-11-13,November,Midwest,Brandenburg,Fritz-Kola,0.46,3500,1610.0
Edeka,1185732,2022-11-13,November,Midwest,Mecklenburg-Vorpommern,Fritz-Kola,0.37,2000,740.0
Edeka,1185732,2022-11-13,November,Midwest,Bavaria,Vita Cola,0.37,1450,536.5
Metro,1185732,2022-11-13,November,Midwest,Hamburg,Gerolsteiner,0.37,1500,555.0
Kaufland,1185732,2022-11-13,November,Midwest,Saxony,Club-Mate,0.51,1250,637.5
Penny,1185732,2022-11-13,November,Midwest,Mecklenburg-Vorpommern,Mezzo Mix,0.55,2250,1237.5
Aldi,1185732,2022-12-12,December,Midwest,Brandenburg,Gerolsteiner,0.51,4750,2422.5
Edeka,1185732,2022-12-12,December,Midwest,Schleswig-Holstein,Gerolsteiner,0.41,2750,1127.5
Penny,1185732,2022-12-12,December,Midwest,Schleswig-Holstein,Club-Mate,0.41,2250,922.5
Penny,1185732,2022-12-12,December,Midwest,Bavaria,Bionade,0.41,1750,717.5
Kaufland,1185732,2022-12-12,December,Midwest,Baden-Württemberg,Vita Cola,0.51,1750,892.5
Netto,1185732,2022-12-12,December,Midwest,Saxony,Club-Mate,0.55,2750,1512.5000000000002
Aldi,1189833,2022-01-17,January,Midwest,Saxony,Gerolsteiner,0.32,4750,1520.0
Netto,1189833,2022-01-17,January,Midwest,Schleswig-Holstein,Gerolsteiner,0.41,4750,1947.4999999999998
Edeka,1189833,2022-01-17,January,Midwest,Mecklenburg-Vorpommern,Bionade,0.41,4750,1947.4999999999998
Edeka,1189833,2022-01-17,January,Midwest,Berlin,Bionade,0.41,3250,1332.5
Edeka,1189833,2022-01-17,January,Midwest,Brandenburg,Bionade,0.46,2750,1265.0
Rewe,1189833,2022-01-17,January,Midwest,Brandenburg,Club-Mate,0.41,4750,1947.4999999999998
Rewe,1189833,2022-02-17,February,Midwest,Baden-Württemberg,Fritz-Kola,0.32,5250,1680.0
Rewe,1189833,2022-02-17,February,Midwest,Bavaria,Club-Mate,0.41,4250,1742.5
Rewe,1189833,2022-02-17,February,Midwest,Hesse,Vita Cola,0.41,4500,1845.0
Lidl,1189833,2022-02-17,February,Midwest,Mecklenburg-Vorpommern,Club-Mate,0.41,3000,1230.0
Rewe,1189833,2022-02-17,February,Midwest,North Rhine-Westphalia,Bionade,0.46,2250,1035.0
Lidl,1189833,2022-02-17,February,Midwest,Brandenburg,Club-Mate,0.41,4250,1742.5
Edeka,1189833,2022-03-16,March,Midwest,Saxony-Anhalt,Gerolsteiner,0.32,5750,1840.0
Aldi,1189833,2022-03-16,March,Midwest,Hesse,Club-Mate,0.41,4250,1742.5
Kaufland,1189833,2022-03-16,March,Midwest,Saxony-Anhalt,Gerolsteiner,0.41,4250,1742.5
Lidl,1189833,2022-03-16,March,Midwest,North Rhine-Westphalia,Mezzo Mix,0.41,3250,1332.5
Metro,1189833,2022-03-16,March,Midwest,Thuringia,Fritz-Kola,0.46,2000,920.0
Kaufland,1189833,2022-03-16,March,Midwest,Thuringia,Fritz-Kola,0.41,4000,1640.0
Netto,1189833,2022-04-17,April,Midwest,Thuringia,Gerolsteiner,0.41,5750,2357.5
Kaufland,1189833,2022-04-17,April,Midwest,Schleswig-Holstein,Bionade,0.41,3750,1537.5
Edeka,1189833,2022-04-17,April,Midwest,Schleswig-Holstein,Bionade,0.41,4000,1640.0
Rewe,1189833,2022-04-17,April,Midwest,Berlin,Fritz-Kola,0.37,3000,1110.0
Rewe,1189833,2022-04-17,April,Midwest,Bavaria,Bionade,0.41,2000,820.0
Metro,1189833,2022-04-17,April,Midwest,Berlin,Fritz-Kola,0.55,3750,2062.5
Netto,1189833,2022-05-18,May,Midwest,Thuringia,Club-Mate,0.37,5750,2127.5
Lidl,1189833,2022-05-18,May,Midwest,Bavaria,Bionade,0.41,4250,1742.5
Metro,1189833,2022-05-18,May,Midwest,North Rhine-Westphalia,Vita Cola,0.41,4250,1742.5
Kaufland,1189833,2022-05-18,May,Midwest,North Rhine-Westphalia,Club-Mate,0.37,3250,1202.5
Penny,1189833,2022-05-18,May,Midwest,Saxony,Club-Mate,0.41,2250,922.5
Netto,1189833,2022-05-18,May,Midwest,Hesse,Bionade,0.55,4000,2200.0
Lidl,1189833,2022-06-17,June,Midwest,Hamburg,Mezzo Mix,0.37,6750,2497.5
Metro,1189833,2022-06-17,June,Midwest,Hamburg,Gerolsteiner,0.41,5250,2152.5
Edeka,1189833,2022-06-17,June,Midwest,Schleswig-Holstein,Bionade,0.41,5500,2255.0
Kaufland,1189833,2022-06-17,June,Midwest,Thuringia,Fritz-Kola,0.37,4250,1572.5
Penny,1189833,2022-06-17,June,Midwest,Hesse,Fritz-Kola,0.41,3000,1230.0
Metro,1189833,2022-06-17,June,Midwest,Saxony,Gerolsteiner,0.55,6000,3300.0000000000005
Penny,1189833,2022-07-16,July,Midwest,Mecklenburg-Vorpommern,Bionade,0.37,7500,2775.0
Aldi,1189833,2022-07-16,July,Midwest,Hamburg,Gerolsteiner,0.41,6000,2460.0
Rewe,1189833,2022-07-16,July,Midwest,Hamburg,Fritz-Kola,0.41,5500,2255.0
Aldi,1189833,2022-07-16,July,Midwest,Hamburg,Mezzo Mix,0.37,4500,1665.0
Netto,1189833,2022-07-16,July,Midwest,North Rhine-Westphalia,Vita Cola,0.41,4750,1947.4999999999998
Metro,1189833,2022-07-16,July,Midwest,Bavaria,Vita Cola,0.55,4750,2612.5
Metro,1189833,2022-08-17,August,Midwest,Berlin,Club-Mate,0.41,6750,2767.5
Aldi,1189833,2022-08-17,August,Midwest,Hesse,Gerolsteiner,0.51,6250,3187.5
Lidl,1189833,2022-08-17,August,Midwest,Baden-Württemberg,Vita Cola,0.46,5000,2300.0
Rewe,1189833,2022-08-17,August,Midwest,Bavaria,Vita Cola,0.41,4250,1742.5
Aldi,1189833,2022-08-17,August,Midwest,North Rhine-Westphalia,Vita Cola,0.51,4250,2167.5
Penny,1189833,2022-08-17,August,Midwest,Brandenburg,Club-Mate,0.55,4000,2200.0
Edeka,1189833,2022-09-18,September,Midwest,Baden-Württemberg,Bionade,0.41,6000,2460.0
Metro,1189833,2022-09-18,September,Midwest,Thuringia,Mezzo Mix,0.46,6000,2760.0
Metro,1189833,2022-09-18,September,Midwest,Hamburg,Bionade,0.41,4500,1845.0
Metro,1189833,2022-09-18,September,Midwest,Saxony-Anhalt,Gerolsteiner,0.41,4000,1640.0
Netto,1189833,2022-09-18,September,Midwest,Hesse,Mezzo Mix,0.51,4000,2040.0
Penny,1189833,2022-09-18,September,Midwest,Hesse,Bionade,0.55,4500,2475.0
Netto,1189833,2022-10-17,October,Midwest,Saxony,Bionade,0.41,5500,2255.0
Lidl,1189833,2022-10-17,October,Midwest,Hamburg,Gerolsteiner,0.46,5500,2530.0
Edeka,1189833,2022-10-17,October,Midwest,Berlin,Vita Cola,0.41,4000,1640.0
Rewe,1189833,2022-10-17,October,Midwest,Bavaria,Bionade,0.41,3750,1537.5
Kaufland,1189833,2022-10-17,October,Midwest,Mecklenburg-Vorpommern,Mezzo Mix,0.51,3500,1785.0
Edeka,1189833,2022-10-17,October,Midwest,Mecklenburg-Vorpommern,Vita Cola,0.55,4000,2200.0
Lidl,1189833,2022-11-17,November,Midwest,Berlin,Mezzo Mix,0.37,5750,2127.5
Rewe,1189833,2022-11-17,November,Midwest,Brandenburg,Bionade,0.41,5750,2357.5
Rewe,1189833,2022-11-17,November,Midwest,Thuringia,Club-Mate,0.37,4250,1572.5
Edeka,1189833,2022-11-17,November,Midwest,Hesse,Bionade,0.37,4250,1572.5
Metro,1189833,2022-11-17,November,Midwest,Brandenburg,Bionade,0.51,3750,1912.5
Kaufland,1189833,2022-11-17,November,Midwest,Berlin,Bionade,0.55,4750,2612.5
Rewe,1189833,2022-12-16,December,Midwest,Brandenburg,Club-Mate,0.41,6750,2767.5
Metro,1189833,2022-12-16,December,Midwest,Berlin,Bionade,0.46,6750,3105.0
Metro,1189833,2022-12-16,December,Midwest,Thuringia,Fritz-Kola,0.41,4750,1947.4999999999998
Metro,1189833,2022-12-16,December,Midwest,Schleswig-Holstein,Vita Cola,0.41,4750,1947.4999999999998
Lidl,1189833,2022-12-16,December,Midwest,Baden-Württemberg,Bionade,0.51,4000,2040.0
Kaufland,1189833,2022-12-16,December,Midwest,Berlin,Gerolsteiner,0.55,5000,2750.0
Aldi,1197831,2022-01-04,January,South,Hesse,Bionade,0.18,7000,1260.0
Kaufland,1197831,2022-01-04,January,South,North Rhine-Westphalia,Bionade,0.28,7000,1960.0000000000002
Lidl,1197831,2022-01-04,January,South,Baden-Württemberg,Vita Cola,0.28,5000,1400.0000000000002
Aldi,1197831,2022-01-04,January,South,Berlin,Vita Cola,0.32,5000,1600.0
Rewe,1197831,2022-01-04,January,South,North Rhine-Westphalia,Gerolsteiner,0.37,3500,1295.0
Lidl,1197831,2022-01-04,January,South,Baden-Württemberg,Bionade,0.32,5000,1600.0
Aldi,1197831,2022-02-03,February,South,Berlin,Fritz-Kola,0.23,6500,1495.0
Penny,1197831,2022-02-03,February,South,Berlin,Mezzo Mix,0.32,6250,2000.0
Lidl,1197831,2022-02-03,February,South,Mecklenburg-Vorpommern,Bionade,0.32,4500,1440.0
Rewe,1197831,2022-02-03,February,South,Hesse,Bionade,0.32,4000,1280.0
Lidl,1197831,2022-02-03,February,South,Baden-Württemberg,Mezzo Mix,0.37,2750,1017.5
Metro,1197831,2022-02-03,February,South,Hesse,Mezzo Mix,0.32,4750,1520.0
Aldi,1197831,2022-03-05,March,South,Hamburg,Bionade,0.28,6500,1820.0000000000002
Metro,1197831,2022-03-05,March,South,Hamburg,Vita Cola,0.37,6500,2405.0
Metro,1197831,2022-03-05,March,South,Berlin,Mezzo Mix,0.28,4750,1330.0000000000002
Netto,1197831,2022-03-05,March,South,Brandenburg,Mezzo Mix,0.32,3750,1200.0
Aldi,1197831,2022-03-05,March,South,Schleswig-Holstein,Gerolsteiner,0.37,2750,1017.5
Kaufland,1197831,2022-03-05,March,South,Hesse,Club-Mate,0.32,4250,1360.0
Aldi,1197831,2022-04-04,April,South,Baden-Württemberg,Fritz-Kola,0.18,6750,1215.0
Kaufland,1197831,2022-04-04,April,South,Baden-Württemberg,Gerolsteiner,0.23,6750,1552.5
Metro,1197831,2022-04-04,April,South,Brandenburg,Gerolsteiner,0.18,5000,900.0
Aldi,1197831,2022-04-04,April,South,Thuringia,Bionade,0.23,4000,920.0
Lidl,1197831,2022-04-04,April,South,Hamburg,Gerolsteiner,0.28,3000,840.0000000000001
Netto,1197831,2022-04-04,April,South,Brandenburg,Fritz-Kola,0.23,5750,1322.5
Edeka,1197831,2022-05-04,May,South,Thuringia,Mezzo Mix,0.14,7250,1015.0000000000001
Kaufland,1197831,2022-05-04,May,South,Thuringia,Bionade,0.23,7500,1725.0
Penny,1197831,2022-05-04,May,South,Bavaria,Gerolsteiner,0.18,6000,1080.0
Edeka,1197831,2022-05-04,May,South,Baden-Württemberg,Club-Mate,0.28,5250,1470.0000000000002
Aldi,1197831,2022-05-04,May,South,Thuringia,Mezzo Mix,0.41,4250,1742.5
Netto,1197831,2022-05-04,May,South,Saxony-Anhalt,Vita Cola,0.37,7750,2867.5
Rewe,1197831,2022-06-03,June,South,Mecklenburg-Vorpommern,Vita Cola,0.37,7750,2867.5
Rewe,1197831,2022-06-03,June,South,Brandenburg,Vita Cola,0.41,7750,3177.5
Metro,1197831,2022-06-03,June,South,Saxony-Anhalt,Vita Cola,0.37,6500,2405.0
Lidl,1197831,2022-06-03,June,South,Schleswig-Holstein,Mezzo Mix,0.37,6000,2220.0
Rewe,1197831,2022-06-03,June,South,Brandenburg,Bionade,0.41,5000,2050.0
Metro,1197831,2022-06-03,June,South,Hamburg,Vita Cola,0.46,8750,4025.0
Metro,1197831,2022-07-05,July,South,Berlin,Club-Mate,0.37,8250,3052.5
Lidl,1197831,2022-07-05,July,South,Saxony,Vita Cola,0.41,8250,3382.5
Penny,1197831,2022-07-05,July,South,Thuringia,Gerolsteiner,0.37,9750,3607.5
Rewe,1197831,2022-07-05,July,South,Hamburg,Vita Cola,0.37,5750,2127.5
Kaufland,1197831,2022-07-05,July,South,Bavaria,Bionade,0.41,5500,2255.0
Kaufland,1197831,2022-07-05,July,South,Saxony-Anhalt,Vita Cola,0.51,8250,4207.5
Rewe,1197831,2022-08-07,August,South,Brandenburg,Vita Cola,0.41,7750,3177.5
Edeka,1197831,2022-08-07,August,South,Baden-Württemberg,Mezzo Mix,0.51,7750,3952.5
Kaufland,1197831,2022-08-07,August,South,Saxony,Fritz-Kola,0.46,9500,4370.0
Aldi,1197831,2022-08-07,August,South,Saxony,Gerolsteiner,0.41,4750,1947.4999999999998
Kaufland,1197831,2022-08-07,August,South,Berlin,Bionade,0.46,4750,2185.0
Metro,1197831,2022-08-07,August,South,Thuringia,Vita Cola,0.51,7250,3697.5
Rewe,1197831,2022-09-04,September,South,Saxony-Anhalt,Bionade,0.46,6750,3105.0
Metro,1197831,2022-09-04,September,South,Baden-Württemberg,Vita Cola,0.46,6250,2875.0
Metro,1197831,2022-09-04,September,South,Brandenburg,Mezzo Mix,0.51,6750,3442.5
Edeka,1197831,2022-09-04,September,South,Brandenburg,Gerolsteiner,0.51,4000,2040.0
Rewe,1197831,2022-09-04,September,South,Thuringia,Vita Cola,0.46,4000,1840.0
Penny,1197831,2022-09-04,September,South,Schleswig-Holstein,Bionade,0.41,6250,2562.5
Rewe,1197831,2022-10-03,October,South,Mecklenburg-Vorpommern,Fritz-Kola,0.32,5750,1840.0
Lidl,1197831,2022-10-03,October,South,Berlin,Bionade,0.32,5750,1840.0
Kaufland,1197831,2022-10-03,October,South,North Rhine-Westphalia,Fritz-Kola,0.37,5250,1942.5
Kaufland,1197831,2022-10-03,October,South,North Rhine-Westphalia,Mezzo Mix,0.37,3750,1387.5
Lidl,1197831,2022-10-03,October,South,Saxony-Anhalt,Fritz-Kola,0.32,3500,1120.0
Netto,1197831,2022-10-03,October,South,Saxony,Vita Cola,0.41,5250,2152.5
Aldi,1197831,2022-11-04,November,South,North Rhine-Westphalia,Club-Mate,0.28,6750,1890.0000000000002
Netto,1197831,2022-11-04,November,South,North Rhine-Westphalia,Club-Mate,0.28,6750,1890.0000000000002
Penny,1197831,2022-11-04,November,South,North Rhine-Westphalia,Fritz-Kola,0.51,6000,3060.0
Metro,1197831,2022-11-04,November,South,Brandenburg,Club-Mate,0.51,4750,2422.5
Metro,1197831,2022-11-04,November,South,Mecklenburg-Vorpommern,Mezzo Mix,0.51,4500,2295.0
Edeka,1197831,2022-11-04,November,South,Baden-Württemberg,Fritz-Kola,0.6,6500,3900.0
Rewe,1197831,2022-12-03,December,South,North Rhine-Westphalia,Mezzo Mix,0.51,8000,4080.0
Aldi,1197831,2022-12-03,December,South,Brandenburg,Vita Cola,0.51,8000,4080.0
Netto,1197831,2022-12-03,December,South,North Rhine-Westphalia,Gerolsteiner,0.55,7000,3850.0000000000005
Netto,1197831,2022-12-03,December,South,Mecklenburg-Vorpommern,Fritz-Kola,0.55,5500,3025.0000000000005
Aldi,1197831,2022-12-03,December,South,Saxony-Anhalt,Club-Mate,0.51,5000,2550.0
Penny,1197831,2022-12-03,December,South,Berlin,Mezzo Mix,0.6,7500,4500.0
Penny,1185732,2022-01-11,January,Midwest,Baden-Württemberg,Gerolsteiner,0.32,4250,1360.0
Aldi,1185732,2022-01-11,January,Midwest,Saxony,Bionade,0.32,2250,720.0
Netto,1185732,2022-01-11,January,Midwest,Hamburg,Fritz-Kola,0.23,2250,517.5
Rewe,1185732,2022-01-11,January,Midwest,Mecklenburg-Vorpommern,Club-Mate,0.28,750,210.00000000000003
Kaufland,1185732,2022-01-11,January,Midwest,Berlin,Mezzo Mix,0.41,1250,512.5
Lidl,1185732,2022-01-11,January,Midwest,Schleswig-Holstein,Mezzo Mix,0.32,2250,720.0
Kaufland,1185732,2022-02-11,February,Midwest,Thuringia,Fritz-Kola,0.32,4750,1520.0
Netto,1185732,2022-02-11,February,Midwest,Thuringia,Club-Mate,0.32,1250,400.0
Rewe,1185732,2022-02-11,February,Midwest,Mecklenburg-Vorpommern,Club-Mate,0.23,1750,402.5
Kaufland,1185732,2022-02-11,February,Midwest,North Rhine-Westphalia,Mezzo Mix,0.28,500,140.0
Kaufland,1185732,2022-02-11,February,Midwest,Saxony,Bionade,0.41,1250,512.5
Edeka,1185732,2022-02-11,February,Midwest,North Rhine-Westphalia,Mezzo Mix,0.32,2000,640.0
Kaufland,1185732,2022-03-10,March,Midwest,Mecklenburg-Vorpommern,Gerolsteiner,0.37,4200,1554.0
Penny,1185732,2022-03-10,March,Midwest,Mecklenburg-Vorpommern,Gerolsteiner,0.37,1000,370.0
Penny,1185732,2022-03-10,March,Midwest,Bavaria,Mezzo Mix,0.28,1500,420.00000000000006
Edeka,1185732,2022-03-10,March,Midwest,Hamburg,Club-Mate,0.32,0,0.0
Netto,1185732,2022-03-10,March,Midwest,Berlin,Vita Cola,0.46,500,230.0
Lidl,1185732,2022-03-10,March,Midwest,Brandenburg,Gerolsteiner,0.37,1500,555.0
Penny,1185732,2022-04-11,April,Midwest,Mecklenburg-Vorpommern,Gerolsteiner,0.37,3750,1387.5
Netto,1185732,2022-04-11,April,Midwest,Hamburg,Gerolsteiner,0.32,750,240.0
Netto,1185732,2022-04-11,April,Midwest,Berlin,Gerolsteiner,0.23,750,172.5
Edeka,1185732,2022-04-11,April,Midwest,Saxony-Anhalt,Fritz-Kola,0.28,0,0.0
Aldi,1185732,2022-04-11,April,Midwest,Schleswig-Holstein,Bionade,0.41,250,102.5
Penny,1185732,2022-04-11,April,Midwest,Hesse,Club-Mate,0.32,1500,480.0
Metro,1185732,2022-05-12,May,Midwest,Berlin,Club-Mate,0.41,4200,1722.0
Edeka,1185732,2022-05-12,May,Midwest,Baden-Württemberg,Fritz-Kola,0.37,1250,462.5
Penny,1185732,2022-05-12,May,Midwest,Schleswig-Holstein,Gerolsteiner,0.32,1000,320.0
Penny,1185732,2022-05-12,May,Midwest,Thuringia,Vita Cola,0.32,250,80.0
Lidl,1185732,2022-05-12,May,Midwest,Hamburg,Fritz-Kola,0.46,500,230.0
Lidl,1185732,2022-05-12,May,Midwest,Brandenburg,Club-Mate,0.51,1500,765.0
Netto,1185732,2022-06-11,June,Midwest,Schleswig-Holstein,Fritz-Kola,0.37,4000,1480.0
Edeka,1185732,2022-06-11,June,Midwest,Saxony-Anhalt,Fritz-Kola,0.32,1500,480.0
Kaufland,1185732,2022-06-11,June,Midwest,Thuringia,Mezzo Mix,0.28,1750,490.00000000000006
Kaufland,1185732,2022-06-11,June,Midwest,Saxony-Anhalt,Club-Mate,0.28,1500,420.00000000000006
Kaufland,1185732,2022-06-11,June,Midwest,Bavaria,Club-Mate,0.41,1500,615.0
Lidl,1185732,2022-06-11,June,Midwest,Brandenburg,Mezzo Mix,0.46,3250,1495.0
Netto,1185732,2022-07-10,July,Midwest,Bavaria,Gerolsteiner,0.41,5500,2255.0
Netto,1185732,2022-07-10,July,Midwest,Berlin,Vita Cola,0.37,3000,1110.0
Kaufland,1185732,2022-07-10,July,Midwest,Mecklenburg-Vorpommern,Gerolsteiner,0.32,2250,720.0
Aldi,1185732,2022-07-10,July,Midwest,Berlin,Fritz-Kola,0.32,1750,560.0
Edeka,1185732,2022-07-10,July,Midwest,North Rhine-Westphalia,Gerolsteiner,0.41,1750,717.5
Aldi,1185732,2022-07-10,July,Midwest,Hamburg,Gerolsteiner,0.46,3500,1610.0
Lidl,1185732,2022-08-11,August,Midwest,Thuringia,Vita Cola,0.41,5000,2050.0
Netto,1185732,2022-08-11,August,Midwest,Hamburg,Gerolsteiner,0.41,2750,1127.5
Rewe,1185732,2022-08-11,August,Midwest,Thuringia,Mezzo Mix,0.37,2000,740.0
Kaufland,1185732,2022-08-11,August,Midwest,Hesse,Mezzo Mix,0.28,1250,350.00000000000006
Lidl,1185732,2022-08-11,August,Midwest,Saxony,Bionade,0.37,1000,370.0
Kaufland,1185732,2022-08-11,August,Midwest,Bavaria,Mezzo Mix,0.41,2750,1127.5
Netto,1185732,2022-09-12,September,Midwest,Hesse,Mezzo Mix,0.37,4000,1480.0
Lidl,1185732,2022-09-12,September,Midwest,Thuringia,Fritz-Kola,0.32,2000,640.0
Netto,1185732,2022-09-12,September,Midwest,Brandenburg,Bionade,0.18,1000,180.0
Metro,1185732,2022-09-12,September,Midwest,Schleswig-Holstein,Gerolsteiner,0.18,750,135.0
Aldi,1185732,2022-09-12,September,Midwest,North Rhine-Westphalia,Vita Cola,0.28,750,210.00000000000003
Kaufland,1185732,2022-09-12,September,Midwest,Bavaria,Bionade,0.32,1500,480.0
Netto,1185732,2022-10-11,October,Midwest,Hesse,Vita Cola,0.37,3250,1202.5
Edeka,1185732,2022-10-11,October,Midwest,Saxony-Anhalt,Mezzo Mix,0.28,1500,420.00000000000006
Penny,1185732,2022-10-11,October,Midwest,Hesse,Mezzo Mix,0.28,500,140.0
Edeka,1185732,2022-10-11,October,Midwest,Baden-Württemberg,Mezzo Mix,0.28,250,70.0
Netto,1185732,2022-10-11,October,Midwest,Bavaria,Mezzo Mix,0.37,250,92.5
Edeka,1185732,2022-10-11,October,Midwest,North Rhine-Westphalia,Bionade,0.41,1500,615.0
Penny,1185732,2022-11-11,November,Midwest,Berlin,Bionade,0.37,3000,1110.0
Edeka,1185732,2022-11-11,November,Midwest,Saxony-Anhalt,Vita Cola,0.28,1500,420.00000000000006
Lidl,1185732,2022-11-11,November,Midwest,Bavaria,Mezzo Mix,0.28,950,266.0
Kaufland,1185732,2022-11-11,November,Midwest,Berlin,Club-Mate,0.28,1250,350.00000000000006
Penny,1185732,2022-11-11,November,Midwest,Bavaria,Mezzo Mix,0.46,1000,460.0
Metro,1185732,2022-11-11,November,Midwest,Brandenburg,Gerolsteiner,0.51,2000,1020.0
Kaufland,1185732,2022-12-10,December,Midwest,North Rhine-Westphalia,Bionade,0.46,4500,2070.0
Lidl,1185732,2022-12-10,December,Midwest,Bavaria,Bionade,0.37,2500,925.0
Lidl,1185732,2022-12-10,December,Midwest,Thuringia,Club-Mate,0.37,2000,740.0
Lidl,1185732,2022-12-10,December,Midwest,Bavaria,Gerolsteiner,0.37,1500,555.0
Kaufland,1185732,2022-12-10,December,Midwest,Schleswig-Holstein,Club-Mate,0.46,1500,690.0
Edeka,1185732,2022-12-10,December,Midwest,Baden-Württemberg,Vita Cola,0.51,2500,1275.0
Kaufland,1197831,2022-01-02,January,South,Hamburg,Bionade,0.18,6750,1215.0
Metro,1197831,2022-01-02,January,South,Mecklenburg-Vorpommern,Vita Cola,0.28,6750,1890.0000000000002
